"""ガスの性質と燃焼に関する次の記述のうち、正しいものはいくつあるか。 


都市ガスの理論空気量は、その都市ガスを構成する各ガス成分の含有率から算出できる。 

ガス機器が単位時間に消費する熱量は、ノズルの口径が一定の場合、ガス圧力とウォッベ指数とに比例する。 

空気中におけるメタンの着火温度は、プロパンの着火温度より低い。 

燃焼速度はガスの成分、ガスと空気の混合割合、混合ガスの温度及び混合ガスの圧力等によって異なる。 

真発熱量は総発熱量から潜熱を差し引いたものであり、供給ガスの発熱量には一般に真発熱量が用いられる。""",1,2,3,4,5,,,,,2,[img:/static/explain//kr2/kR2g19.jpg]
"""ガスの燃焼に関する次の記述のうち、正しいものはいくつあるか。 


全一次空気燃焼式は、フラッシュバックしやすい燃焼方式である。 

パイロットバーナーには、主にセミブンゼン燃焼式が用いられる。 

ガスの噴出速度に比べ、燃焼速度がバランス点以下に低下すると、炎のリフティングが生じる。 

一般に、燃焼速度が速くなると燃焼騒音は大きくなる。 

サーマルNOXの生成量は、燃焼ガス温度や滞留時間と正の相関がある。 """,1,2,3,4,5,,,,,5,[img:/static/explain//kr2/kR2g20.jpg]
"""家庭用ガス温水機器に関する次の記述のうち、 正しいものはいくつあるか。 


瞬間湯沸器には、あと沸きや冷水サンドイッチ現象を解消する機能を搭載しているものがある。 

給湯暖房用熱源機には、機器の状態確認、ふろの湯張り及び床暖房運転等を遠隔で行うことができるものがある。 

元止め式瞬間湯沸器は、湯を使用する場所に取り付けられ、湯沸器の出湯管から直接湯を使う機器である。

ふろがまには、浴槽内の水を加熱するための熱交換器(かま本体)とふろバーナーが一体構造となっているもの、及び設置の際に組合せるものがある。 

給湯暖房システムにおける暖房用温水の温度制御では、2温度コントロール方式が主流である。 """,1,2,3,4,5,,,,,5,[img:/static/explain//kr2/kR2g21.jpg]
"""家庭用ガス機器に関する次の記述のうち、正しいものはいくつあるか。 


こんろの焦げ付き消火機能とは、立ち消え安全装置の温度センサーを利用して、鍋が焦げ 付き始めると自動消火する機能である。 

こんろに装備される中火点火機能は、使用時の点火不良を防止するためのものである。 

ファンヒーターの室温自動制御機能には、温度センサーとして主に熱電対が使用されている。 

赤外線ストーブには、8時間燃焼を継続すると自動的に運転を停止する機能が装備されている。 

現在販売されている衣類乾燥機には、油が付着したタオルや衣類が自然発火しないよう、冷却運転機能が装備されている。 """,1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2g22.jpg]
"""コージェネレーションシステムとガス冷暖房機器に関する次の記述のうち、誤っているものはいくつあるか。 


燃料電池は電解質の種類によって分類され、固体高分子形、りん酸形、固体酸化物形、溶融炭酸塩形等がある。 

固体高分子形燃料電池は、燃料ガス中の硫黄分を取り除く脱硫装置は備えているが、CO変成器、CO選択酸化器は備えていない。 

固体酸化物形燃料電池は、作動温度が約700°Cであり、原則として毎日起動・停止する。

吸収冷凍機における二重効用吸収冷凍サイクルでは、単効用吸収冷凍サイクルに比べ、冷 却水に捨てられる熱の比率が大きい。 

圧縮式の冷暖房機器では、膨張弁で冷媒ガス通路を切り替えることにより、冷房運転と暖房運転とを切り替える。""",1,2,3,4,5,,,,,4,[img:/static/explain//kr2/kR2g23.jpg]
"""換気と一酸化炭素(CO)中毒に関する次の記述のうち、誤っているものはいくつあるか。 


自然換気における空気の流れを起こす力の種類には、風圧を利用したものと、空気の温度差によって生じる浮力を利用したものとがある。 

必要換気量とは、室内のCO濃度をある限界以下に保つための換気量の最小値のことである。 

調理室の必要換気量は次の式で求められ、排気フードI型を使用する場合の定数は40である。 

必要換気量(m/h)=定数×理論排ガス量(m3/kWh)×燃料消費量(kW) 

自然換気回数が0.5であれば、1時間あたりの自然換気量は室の容積の2倍である。 

COは、ヘモグロビンに対する結合力が酸素の200～300倍強い。"" ",1,2,3,4,5,,,,,3,[img:/static/explain//kr2/kR2g24.jpg]
"""家庭用ガス温水機器の設置に関する次の記述のうち、誤っているものはいくつあるか。


合計インプットが6kWを超える開放式機器を調理室以外の部屋に設置する場合、機械換気が必要である。 

自然排気式機器を設置する部屋には、ガス機器の排気筒断面積以上の有効開口面積をもつ給気口が必要である。 

強制排気式機器の燃焼室は、設置される部屋の空気から遮断されているため、専用の給気口は必要ない。 

集合住宅の開放廊下に面したパイプシャフト内部(壁面等)に温水機器を設置する場合には、強制給排気式機器を用いる必要がある。 

屋外式機器には、自然給排気式機器の給排気筒トップが取り付けられていた壁貫通部に設置できるものがある。""",1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2g25.jpg]
"""ガス機器の安全装置に関する次の記述のうち、誤っているものはいくつあるか。 


ファンヒーターの不完全燃焼防止装置には、立ち消え安全装置と兼用でサーミスターが用いられている。 

誘導雷保護装置とは、雷サージ電流を接地線側にバイパスし、機器に加わる電圧を低く制限することにより機器を保護するものである。 

現在販売されているBF式ふろがまに搭載されている冠水検知装置には、電極式とサーミスター式とがある。 

過圧防止安全装置は、瞬間湯沸器や貯湯湯沸器の缶体内の水圧が一定値以上に上昇した場合に、ガスの供給を遮断するものである。 

熱電対式立ち消え安全装置の電磁弁に適正な起電力を送るための熱電対の加熱温度は、約600～700°Cである。"" ",1,2,3,4,5,,,,,3,[img:/static/explain//kr2/kR2g26.jpg]
"""ガス機器とガス栓との接続に関する次の記述のうち、誤っているものはいくつあるか。 


ガス栓用プラグは、ホースエンドロに取り付けることでコンセントロ化する先端弁付迅速継手である。 

ガスコードは、鋼線で補強されたゴム製ホースの両端に、迅速継手が取り付けられた定尺の接続具である。 

強化ガスホースは、ゴム管の可とう性を有し、耐切断性能や耐候性能等に優れた接続具である。 

ガスコンセントは、迅速継手のソケットを接続するだけで栓が自動的に開き、外すと閉じるガス栓である。 

オンオフ機構を有するガス栓では、つまみが半開状態で接続具が外れた場合、ヒューズ機構が作動せずガスが流出する。"" ",1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2g27.jpg]
"""ガスの性質及び燃焼に関する次の記述のうち、正しいものはいくつあるか。 


燃焼過程において発生した熱は、放射や伝導等により周壁や受熱面に伝わって失われるため、理論火炎温度は実際の火炎温度より低い。 

メタンと空気との混合ガスの燃焼範囲は、大気圧、室温の環境においてメタン濃度5～15%である。 

不活性ガスを可燃性ガスに混入していくと、燃焼範囲は狭くなる。 

ガスが燃焼して発生した熱量のうち、目的以外の物質の加熱に使われたり、排気とともに大気中に逃げてしまった熱量を損失熱量という。 

乾き燃焼排ガス量とは、湿り燃焼排ガス量から、燃焼により生成された水(水蒸気)及び 

燃焼に使われた空気中の湿分を除いたものである。"" ",1,2,3,4,5,,,,,4,[img:/static/explain/kr3/kR3g19.jpg]
"""ガスの燃焼及び熱量調整に関する次の記述のうち、正しいものはいくつあるか。 


バーナーの炎口負荷は、インプットに比例し、バーナーの炎口面積に反比例する。 

ユニバーサルバーナーは、燃焼速度の異なるガスに対応するために、炎口負荷の適正範囲 が広く設計されている。 

熱量調整前後においてインプットを一定にするためには、ウォッベ指数やガス圧力に応じてガス機器のノズル口径を変更する必要がある。 

ブンゼンバーナーでは、ウォッベ指数が低下した場合、フラッシュバックしやすくなる。

現在は、国内すべての都市ガス事業者において、一酸化炭素を含まないガスへの燃料転換が完了している。"" ",1,2,3,4,5,,,,,5,[img:/static/explain/kr3/kR3g20.jpg]
"""家庭用ガス温水機器及びそれに使われる技術に関する次の記述のうち、正しいものはいくつあるか。 


潜熱回収型温水機器の排気温度は、従来型温水機器の排気温度に比べて低い。 

現在販売されている開放式小型湯沸器には、10万回を超える使用を知らせるタイムスタンプ機能が搭載されている。 

バーナーの低NOx化技術は、ブンゼンバーナーの空気過剰率を低くすると火炎温度が高くなり、NOx濃度が低下する現象を利用している。 

給湯器の「Q機能」は、再出湯時の冷水サンドイッチ現象を防止する機能である。

2缶3水の給湯暖房用熱源機には、燃焼により加熱される2つの熱交換器のほかに、温水により加熱される熱交換器が備わっている。  """,1,2,3,4,5,,,,,4,[img:/static/explain/kr3/kR3g21.jpg]
"""家庭用ガス機器に関する次の記述のうち、正しいものはいくつあるか。 


オーブンでは、主に放射伝熱により調理が行われる。 

「Siセンサーコンロ」の標準搭載機能は、調理油過熱防止装置、立ち消え安全装置、消し忘れ消火機能、早切れ防止機能である。 

ファンヒーターのメインバーナーには、主に全一次空気燃焼式が用いられている。

気密性が高い部屋でFF暖房機を長時間使用しても、酸欠による事故は起きにくい。

回転ドラム式衣類乾燥機は、空気で希釈された燃焼排ガスにより、ドラムの中の洗濯物を直接乾燥させるものである。 """,1,2,3,4,5,,,,,3,[img:/static/explain/kr3/kR3g22.jpg]
"""コージェネレーションシステム及びガス冷暖房機器に関する次の記述のうち、正しいものはいくつあるか。 


ガスタービン式のコージェネレーションシステムは、電気出力に比べて熱出力の割合が大きく、蒸気を多量に必要とする産業用や地域冷暖房への導入が多い。 

コージェネレーション設備では、電気主任技術者の選任や保安規程の届け出が必要であり、点検を委託することはできない。 

固体酸化物形燃料電池(SOFC)は、電解質に高分子(陽イオン交換膜)を使用し、作動温度が約600～1000°Cと高いため触媒が不要である。 

吸収冷凍機の再生器では、冷媒を吸収して濃度が薄くなった吸収溶液を加熱して冷媒を蒸発させている。 

吸収冷温水機には、加熱源としてガスの燃焼熱に加え、コージェネレーションシステムからの廃熱を利用したものがある。 """,1,2,3,4,5,,,,,3,[img:/static/explain/kr3/kR3g23.jpg]
"""排気フードI型の下で燃料消費量が5kWのガスこんろを使用するとき、部屋の必要換気量(m³/h)として最も近い値はどれか。
ただし、燃料の単位発熱量あたりの理論排ガス量は0.93m³/kWhとする。""",5,45,90,140,190,,,,,140,[img:/static/explain/kr3/kR3g24.jpg]
"""ガス機器の給排気方式に関する次の記述のうち、正しいものはいくつあるか。 


自然排気式機器及び自然給排気式機器では、高温度で膨張している燃焼排ガスに働く浮力を利用して排気が行われる。 

自然排気式機器のバフラーには、排気に必要なドラフトを生じさせる役割がある。 

自然排気式機器及び強制排気式機器の排気筒トップは、風圧帯内に設置することができる。 

共用給排気ダクトに機器を設置する場合には、低酸素濃度下での燃焼検査に合格した半密閉式機器を用いる。 

強制給排気式機器は、給排気筒を延長できるため、機器本体は外壁に面して設置する必要がない。""",1,2,3,4,5,,,,,2,[img:/static/explain/kr3/kR3g25.jpg]
"""ガス機器の安全装置及び制御装置に関する次の記述のうち、正しいものはいくつあるか。 


給湯器の空だき防止装置は、水量センサーで給湯器の最高作動水量を検知して、ガス電磁弁を開閉するものである。 

開放式小型湯沸器の不完全燃焼防止装置は、酸欠状態になるとバーナーの炎が短くなる現象を利用している。 

消し忘れ防止装置は、長時間使用による事故を未然に防止する効果があり、開放式小型湯沸器やこんろに搭載されているが、ファンヒーターには搭載されていない。 

温度制御に用いられるサーミスターは、温度変化に対して抵抗値が正の特性を持つ。

水量制御装置には、機械的に水量を制御するものと、電気的に水量を制御するものとがある。 """,1,2,3,4,5,,,,,1,[img:/static/explain/kr3/kR3g26.jpg]
"""接続具及び警報器に関する次の記述のうち、正しいものはいくつあるか。 


ガスコードでは、一般にガス機器側のソケットが自在になっている。 

ガスソフトコードは、ガスコンセントに接続して用いられる。 

金属可とう管には、屋内用のものと、屋内及び屋外兼用のものとがある。

ガス警報器は、メタン濃度が爆発下限界の1に相当する2.5%程度で鳴り始めるよう調整されている。 

業務用換気警報器は、血中一酸化炭素ヘモグロビン濃度の推定演算を行い、その値が設定値に達したときに警報を発する。"" ",1,2,3,4,5,,,,,2,[img:/static/explain/kr3/kR3g27.jpg]
"""ガスの燃焼及びガス機器の適応に関する次の記述のうち、正しいものはいくつあるか。 


バーナーは、インプットの低い範囲で燃焼させた場合、一次空気率を上げるとフラッシュバックが起こり、一次空気率を下げるとイエローチップが発生するという燃焼特性を有する。 

サーマルNOxの生成量は、燃焼ガスの温度と密接な関係にある空気比により変化し、空気比1付近で最大となる。 

ガスの不完全燃焼により発生する中間生成物には、一酸化炭素、水素、アルデヒド、すす等がある。 

ウォッベ指数(WI)と燃焼速度指数(MCP)による互換性図(下図)の中で、2の線は、リフティング限界を表しており、2の線より左側では、炎がバーナーより浮き上がって燃える現象が発生する。 

同様に下図において、4の線は、フラッシュバック限界を表しており、4の線より下側では、炎がバーナー混合管内に燃え戻る現象が発生する。""

[img:/static/images/R4s19.jpg]",1,2,3,4,5,,,,,5,[img:/static/explain/kr4/kR4g19.jpg]
"""ガスの燃焼及び燃焼方式に関する次の記述のうち、正しいものはいくつあるか。 


成分ガス１ｍ³Ｎを燃焼させるのに理論上必要な酸素量のことを酸素当量といい、メタンでをは1.0m³Ｎ/m³Ｎである。 

一般に、CO₂はH₂O、N₂に比べて比熱が大きいため、燃焼範囲を狭くする効果が最も大きい。 

高空気比の全一次空気燃焼式は、希薄予混合燃焼と呼ばれ、低NOxバーナーに用いられる。 

濃淡燃焼に使われる淡バーナー用混合気の一次空気比は、0.5～0.7程度である。 

都市ガス用触媒燃焼バーナーは、触媒マットを用いた全二次空気燃焼方式により、約600°C以下で無炎燃焼する。"" ",1,2,3,4,5,,,,,3,[img:/static/explain/kr4/kR4g20.jpg]
"""家庭用ガス機器に関する次の記述のうち、正しいものはいくつあるか。 


FF暖房機は、燃焼に必要な空気を屋外から取り入れ、燃焼排ガスを屋外に排出する密閉式の暖房機である。 

金網ストーブでは、金網が経年劣化や外力により変形し、火炎に接触すると不完全燃焼を起こすことがある。 

ガス衣類乾燥機では、排気温度等を測定し、設定値を超えた場合はインプット制御を行う。 

ガスこんろは、ガス用品の規制対象となっており、現在製造されている2口以上のこんろには、全口に調理油過熱防止装置が搭載されている。 

ガス炊飯器のフェライト式自動消火装置は、フェライトの磁性が温度上昇により大きくなる性質を利用して、電磁弁を作動させる仕組みである。""",1,2,3,4,5,,,,,4,[img:/static/explain/kr4/kR4g21.jpg]
"""家庭用ガス温水機器に関する次の記述のうち、正しいものはいくつあるか。 

20号の瞬間湯沸器は、水温を20°C上昇させたお湯を1分間に20L出湯する能力を有している。 

瞬間湯沸器の点火・消火機構の役割は、単に点火・消火のみの目的だけではなく、空だき防止等の安全装置として、流水感知の役割も果たしている。 

水位センサーを内蔵したふろ給湯器では、浴槽循環口から水面までの水頭圧を計測することで、浴槽の大きさや形状にかかわらず、水位監視が可能である。 

給湯暖房用熱源機の温水循環回路に使用されるシスターンは、暖房使用時に昇温され膨張した温水によるウォーターハンマーを吸収するために設けられている。 

潜熱回収型給湯器から排出されるドレン水は、下水道法により規定される水素イオン濃度(pH)を満たす水質に改善されている。"" ",1,2,3,4,5,,,,,3,[img:/static/explain/kr4/kR4g22.jpg]
"""コージェネレーションシステム、 業務用ガス機器及びガス冷暖房に関する次の記述のうち、正しいものはいくつあるか。 


家庭用の固体高分子形燃料電池 (PEFC) は、 発電効率が系統電力より高い性能を有し、原則として毎日起動・停止する運転となっている。 

熱電比(熱需要/電気需要)が比較的高い建物は、コージェネレーションシステムの導入に向いている。 

麺ゆで器の丸釜式には、ダウンドラフト方式により、省エネルギー性を高めたタイプがある。 

ガススチームコンベクションオーブンの加熱部には、庫内を加熱する庫内用バーナー部と庫内空気を強制対流させるファンが搭載されている。 

ガスエンジンヒートポンプ(GHP)に用いられる4サイクルエンジンの爆発行程では、ピストンが上死点に近づいたときに点火プラグで火花を飛ばす。"" ",1,2,3,4,5,,,,,4,[img:/static/explain/kr4/kR4g23.jpg]
"""ガス機器の給排気に関する次の記述のうち、正しいものはいくつあるか。

BF-D式機器のUダクト式では、機器の排気口をダクト内へ40～50mm突き出す必要がある。 

CF式機器の排気筒に排気用送風機を取り付け、強制的に排気を行うものを強制排気システムといい、その給排気方式はFE式として取り扱う。 

BF-C式機器のチャンバーは、外気に開放された廊下で、給排気口が風による渦流や風圧差等により、逆流の生じない位置及び構造とする。 

CF式機器の排気筒トップは、排気筒トップから水平方向1m以内に軒のある建物が隣接する場合、その隣接する建物の軒から300mm以上高くする必要がある。 

FE式機器では、排気筒の横引き長さと高さとの関係に関する法令上の規定はない。 """,1,2,3,4,5,,,,,4,[img:/static/explain/kr4/kR4g24.jpg]
