"""法令で規定されているガス事業法の目的に関する次の記述について、の中の(イ)〜(ホ)の語句のうち、正しいものはいくつあるか。 


この法律は、「(イ) 国の関与を最小限」　にすることによって、「(ロ) ガス事業者の自主保安体制を確立」　し、及びガス事業の健全な発達を図るとともに、「(ハ) ガス主任技術者」　並びに「(ニ) 保安規程」　によって、公共の安全を確保し、あわせて「(ホ) 公害の防止」　を図ることを目的とする。"" ",1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2h1.jpg]
"""法令で規定されているガス小売事業者が行う供給条件の説明、熱量等の測定、及び成分の検査に関する次の記述のうち、正しいものはいくつあるか。 


ガス小売事業者は、小売供給を受けようとする者と小売供給契約の締結をしようとするときは、経済産業省令で定めるところにより、当該小売供給に係る料金その他の供給条件について、経済産業大臣に届け出なければならない。
 
ガス小売事業者は、経済産業省令で定めるところにより、その供給するガスの熱量、圧力及び燃焼性を測定し、その結果を記録し、これを保存しなければならない。
 
特定ガス発生設備に係る場合にあっては、供給するガスの燃焼性を測定することを要しない。
 
ガス小売事業者は、経済産業省令で定めるところにより、その供給するガスの成分のうち、人体に危害を及ぼし、又は物件に損傷を与えるおそれがあるものの量が経済産業省令で定める数量を超えていないかどうかを検査し、その量を記録し、これを保存しなければならない。
 
天然ガスを主成分とするガスにあっては、硫黄全量、硫化水素及びアンモニアの成分検査を要しない。""",1,2,3,4,5,,,,,4,[img:/static/explain//kr2/kR2h2.jpg]
"""次のガス事故のうち、 ガス事故速報を報告することが法令で規定されているものはいくつあるか。

 
ガス工作物(ガス栓を除く。)の損傷により人が死亡した事故
 
工事中のガス工作物(ガス栓を除く。)の損壊により人が負傷した事故

供給支障事故であって、供給支障戸数が500以上のもの 

最高使用圧力が中圧の主要なガス工作物(ガス栓を除く。)の損壊事故 

ガス栓の損壊によりガス栓から漏えいしたガスに引火することにより、発生した負傷事故 "" ",1,2,3,4,5,,,,,5,[img:/static/explain//kr2/kR2h3.jpg]
"""法令で規定されているガス主任技術者に関する次の記述のうち、正しいものはいくつあるか。 


ガス工作物の設置の工事であって、 経済産業省令で定める工事に従事する者は、ガス主任技術者でなければならない。 

一般ガス導管事業者は、ガス主任技術者を選任するときは、事前にその旨を経済産業大臣に届け出なければならない。これを解任するときも、同様とする。 

ガス主任技術者試験は、ガス工作物の工事、維持及び運用に関する保安に関して必要な知識及び技能について行う。 

ガス主任技術者は、誠実にその職務を行わなければならない。 

経済産業大臣は、ガス主任技術者がこの法律に違反したときは、一般ガス導管事業者に対し、ガス主任技術者の解任を命ずることができる。""",1,2,3,4,5,,,,,3,[img:/static/explain//kr2/kR2h4.jpg]
"""法令で規定されている工事計画及び使用前検査に関する次の記述について、の(イ)～(ホ)の語句のうち、誤っているものはいくつあるか。 


ガス製造事業者は、ガス製造事業の用に供するガス工作物の設置又は変更の工事であって、経済産業省令で定めるものをしようとするときは、その工事の計画を経済産業大臣に届け出なければならない。
 
その届出をした者は、その届出が受理された日から「(イ) 15日」　を経過した後でなければ、その届出に係る工事を開始してはならない。 

ガス製造事業者は、経済産業省令で定めるものの工事について自主検査を行い、その結果について「(ロ) 経済産業大臣」　が行う検査を受け、これに合格した後でなければ、これを使 用してはならない。ただし、ガス工作物を「(ハ) 緊急時」　に使用する場合(そのガス工作物に係るガスを使用者に供給する場合にあっては、当該ガス工作物の使用の方法を変更するごとにガスの「(ニ) 燃焼性」　を測定して供給する場合に限る。)は、この限りでない。 

ガス製造事業者は、経済産業省令で定めるところにより、自主検査の記録を作成し、これを「(ホ)　3」　年間保存しなければならない。 """,1,2,3,4,5,,,,,5,[img:/static/explain//kr2/kR2h5.jpg]
"""ガス工作物及び保安物件に関する次の記述のうち、技術基準で規定されているものはいくつあるか。ただし、ガス工作物は、不活性のガス(空気を含む。)又は不活性の液化ガスのみを通ずるものではない。 


ガス発生器及び増熱器は、その製造所の敷地境界から保安物件に対し告示で定める距離を有しなければならない。 

劇場、映画館、演芸場、公会堂その他これらに類する施設であって、その用途に供する部 自分の床面積の合計が、1000㎡以上のものは、第1種保安物件に該当する。
 
ガスの種類、ガス工作物の状況、周囲の状況等の理由によりあらかじめ経済産業大臣に届け出た場合は、告示で定める距離を有しないでガス工作物を施設することができる。
 
製造所には、液化ガスを通ずるガス工作物から漏えいしたガスが滞留するおそれのある製造所内の適当な場所に、当該ガスの漏えいを適切に検知し、かつ、警報する設備を設けなければならない。
 
ガス発生設備及び附帯設備であって製造設備に属するものの液化ガスを通ずる部分は、液化ガスを廃棄できる構造でなければならない。 """,1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2h6.jpg]
"""技術基準で「ガス工作物のうち、耐圧部分及び液化ガスを通ずる部分は、適切な方法により耐圧試験を行ったときにこれに耐えるものでなければならない。」と規定されている。次のガス工作物のうち、 耐圧試験が不要なものはいくつあるか。 


液化ガス用ポンプ 

昇任供給装置 

整圧器 

溶接により接合された海底に設置される導管であって、非破壊試験を行ったときこれに合格したもの 

最高使用圧力が中圧の導管であってそれらの継手部と同一材料、同一寸法及び同一施工方法で接合された試験のための管について、適切な機械試験により確認されたもの ",1,2,3,4,5,,,,,3,[img:/static/explain//kr2/kR2h7.jpg]
"""技術基準で規定されているガス工作物に関する次の記述のうち、正しいものはいくつあるか。 


製造設備を安全に停止させるのに必要な装置その他の製造所及び供給所の保安上重要な設備には、停電等により当該設備の機能が失われることのないよう適切な措置を講じなければならない。
 
移動式ガス発生設備には、設備の損傷を防止するため使用の状態を記録できる適切な措置が講じられていなければならない。
 
製造所に設置する遮断装置には、誤操作を防止し、かつ、確実に操作することができる措置を講じなければならない。
 
特定事業所に設置する高圧又は中圧のガスを通ずるガス工作物に係る計装回路には、当該設備の態様に応じ、保安上重要な箇所に、適切なインターロック機構を設けなければならない。 

ガスホルダーであって、凝縮液により機能の低下又は損傷のおそれがあるものには、ガスホルダーの凝縮液を気化する装置を設けなければならない。 """,1,2,3,4,5,,,,,2,[img:/static/explain//kr2/kR2h8.jpg]
"""技術基準で規定されているガス発生設備に関する次の記述のうち、誤っているものはいくつあるか。 


最高使用圧力が低圧の移動式ガス発生設備であって過圧が生ずるおそれのあるものには、その圧力を逃がすために適切な圧力上昇防止装置を設けなければならない。 

移動式ガス発生設備は、ガスが漏えいした場合の火災等の発生を防止するため、適切な場 所に設置し、容易に移動又は転倒しないように適切な措置が講じられていなければならない。 

ガスの通ずる部分に直接液体を送入する装置を有する製造設備 (移動式ガス発生設備を含 む。)は、送入部分を通じてガスが逆流することによる設備の損傷又は
ガスの大気への放出を防止するため逆流が生じない構造のものでなければならない。 

気化装置又はそれに接続される配管等には、気化装置から液化ガスの流出を防止する措置を講じなければならない。ただし、気化装置からの液化ガスの流出を考慮した設計である場合は、この限りでない。 

容器に附属する気化装置内においてガスを発生させる特定ガス発生設備であって当該気化装置を電源によって操作するものは、自家発電機その他の操作用電源が停止した際にガスの供給を速やかに停止するための装置を設けなければならない。 """,1,2,3,4,5,,,,,2,[img:/static/explain//kr2/kR2h9.jpg]
"""技術基準で規定されているガス遮断装置に関する次の記述のうち、正しいものはいくつあるか。 


最高使用圧力が中圧の本支管には、危急の場合に、ガスを速やかに遮断することができる適切な装置を適切な場所に設けなければならない。 

最高使用圧力が低圧の本支管であって、特定地下街等へのガスの供給に係るものには、当該特定地下街等において災害が発生した場合に、当該特定地下街等へのガスの供給を当該特定地下街等以外の供給に影響を与えることなく遮断することができる適切な措置を講じなければならない。 

最高使用圧力が中圧の導管であって、ガスの使用場所である特定公共用建物にガスを供給する導管には、危急の場合にガスを速やかに遮断することができる適切な装置を適切な場所に設けなければならない。 

ガスの使用場所である地下室等にガスを供給する導管には、その地下室等から十分離れた適切な場所に、危急の場合に当該地下室等へのガスの供給を地上から速やかに遮断することができる適切な装置を設けなければならない。 

最高使用圧力が中圧の導管であって、廃棄物処理場にガスを供給するものには、その導管が当該建物の外壁を貫通する箇所の付近に、危急の場合に当該建物へのガスの供給を、当該建物内におけるガス漏れ等の情報を把握できる適切な場所から、直ちに遮断することが できる適切な装置を設けなければならない。 """,1,2,3,4,5,,,,,2,[img:/static/explain//kr2/kR2h10.jpg]
"""技術基準で規定されている導管の漏えい検査に関する次の記述のうち、漏えい検査の対象から除外されているものはいくつあるか。ただし、導管は、道路に埋設されている導管からガス栓までに設置されており、特定地下室等にガスを供給する導管とする。

 
適切な漏えい検知装置が適切な方法により設置されている場合(当該装置が漏えいを検知することができる部分に限る。)

導管が設置されている場所に立ち入ることにつき、その所有者又は占有者の承諾を得ることができない場合

屋外において、埋設されていない部分がある場合(当該埋設されていない部分に限る。)

ポリエチレン管を使用している場合(当該使用している部分に限る。) 

導管に絶縁措置が講じられており当該絶縁措置が講じられた部分からガス栓までの間でプラスチックにて被覆された部分"" ",1,2,3,4,5,,,,,4,[img:/static/explain//kr2/kR2h11.jpg]
"""技術基準に規定されているガス事業者の掘削により周囲が露出することとなった導管の防護の基準、整圧器及び昇圧供給装置に関する次の記述のうち、誤っているものはいくつあるか。 


露出している部分がガスの供給の用に供されている導管の印ろう型接合による接合部には、漏えいを防止する適切な措置を講ずること。 

露出している部分がガスの供給の用に供されている直管以外の管の接合部であって、特定接合又は告示で定める規格に適合する接合以外の方法によって接合されているものには、抜出しを防止する適切な措置を講ずること。 

導管(最高使用圧力が低圧の導管であって、内径が100mm未満のものを除く。)であって、露出している部分の長さが100m以上であり、かつ、当該部分がガスの
供給の用に供されているものについては、危急の場合に当該部分に流入するガスを速やかに遮断することができる適切な措置を講ずること。 

一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。 

昇圧供給装置には、当該装置の運転異常又は当該装置の取扱いにより障害を生じないよう、適切な措置を講じなければならない。 """,1,2,3,4,5,,,,,1,[img:/static/explain//kr2/kR2h12.jpg]
"""法令で規定されているガス用品等に関する次の記述のうち、正しいものはいくつあるか。 


「特定ガス用品」とは、構造、使用条件、使用状況等からみて特にガスによる災害の発生のおそれが多いと認められるガス用品であって、政令で定めるものをいう。 

ガス用品の製造又は輸入の事業を行う者は、経済産業省令で定めるガス用品の型式の区分を経済産業大臣に申請し認められなければならない。 

届出事業者は、届出に係る型式のガス用品を試験用に製造又は輸入する場合においては、経済産業省令で定める技術上の基準に適合することを要しない。 

届出事業者は、その届出に係る型式のガス用品の経済産業省令で定める技術上の基準に対する適合性について、規定による義務を履行したときは、当該ガス用品に経済産業省令で定めるところにより、表示を付することができる。 

ガス用品が経済産業省令で定める技術上の基準に適合していない場合において、災害の発生を防止するため特に必要があると認めるとき、経済産業大臣は届出事業者に対し、1年以内の期間を定めて届出に係る型式のガス用品に表示を付することを禁止することができる。 """,1,2,3,4,5,,,,,4,[img:/static/explain//kr2/kR2h13.jpg]
"""法令で規定されている保安業務規程に関する記述のうち、誤っているものはいくつあるか。 


ガス小売事業者は、経済産業省令で定めるところにより、保安業務規程を定め、その事業の開始前に、経済産業大臣に届け出なければならない。 

ガス小売事業者は、保安業務規程を変更しようとするときは、事前に変更する事項を経済産業大臣に届け出なければならない。 
経済産業大臣は、保安業務の適正な実施を確保するため必要があると認めるときは、ガス小売事業者に対し、保安業務規程を変更すべきことを命ずることができる。 

ガス小売事業者及びその従業者は、保安業務規程を守らなければならない。ただし、災害その他非常の場合であって、ガス小売事業者及びその従業者が行う安全の確保及び応急措置については、この限りでない。 

ガス小売事業者が定める保安業務規程には、保安業務を管理する事業場ごとのガス主任技術者の選任に関することを定めなければならない。"" ",1,2,3,4,5,,,,,3,[img:/static/explain//kr2/kR2h14.jpg]
